sensor-emulator: 2025/03/12 01:15:04 Starting sensor emulator...
sensor-emulator: 2025/03/12 01:33:04 [temperature] temp_kitchen: 26.215616913476875
sensor-emulator: 2025/03/12 01:33:04 [temperature] temp_bedroom: 24.238571472263803
sensor-emulator: 2025/03/12 01:33:04 [temperature] temp_living_room: 24.79267585707221
sensor-emulator: 2025/03/12 01:33:04 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:33:14 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:33:14 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:33:24 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:33:24 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:33:34 [temperature] temp_bedroom: 20.92922547483009
sensor-emulator: 2025/03/12 01:33:34 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:33:34 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:33:34 [temperature] temp_kitchen: 28.5561722030794
sensor-emulator: 2025/03/12 01:33:34 [temperature] temp_living_room: 27.27947511639922
sensor-emulator: 2025/03/12 01:33:44 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:33:44 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:33:54 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:33:54 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:34:04 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:34:04 [air_quality] air_living_room: map[co2:868 nh3:24]
sensor-emulator: 2025/03/12 01:34:04 [temperature] temp_bedroom: 20.5305344749759
sensor-emulator: 2025/03/12 01:34:04 [temperature] temp_living_room: 25.001045059777297
sensor-emulator: 2025/03/12 01:34:04 [temperature] temp_kitchen: 24.087921051409996
sensor-emulator: 2025/03/12 01:34:04 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:34:04 [air_quality] air_kitchen: map[co2:1866 nh3:45]
sensor-emulator: 2025/03/12 01:34:14 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:34:14 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:34:24 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:34:24 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:34:34 [temperature] temp_kitchen: 20.664447072406105
sensor-emulator: 2025/03/12 01:34:34 [temperature] temp_bedroom: 16.768669356143366
sensor-emulator: 2025/03/12 01:34:34 [temperature] temp_living_room: 21.698067962393687
sensor-emulator: 2025/03/12 01:34:34 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:34:34 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:34:44 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:34:44 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:34:54 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:34:54 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:35:04 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:35:04 [air_quality] air_living_room: map[co2:986 nh3:12]
sensor-emulator: 2025/03/12 01:35:04 [temperature] temp_living_room: 21.836321407094186
sensor-emulator: 2025/03/12 01:35:04 [temperature] temp_kitchen: 24.621654038782182
sensor-emulator: 2025/03/12 01:35:04 [temperature] temp_bedroom: 17.862688662103483
sensor-emulator: 2025/03/12 01:35:04 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:35:04 [air_quality] air_kitchen: map[co2:906 nh3:34]
sensor-emulator: 2025/03/12 01:35:14 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:35:14 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:35:24 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:35:24 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:35:34 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:35:34 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:35:34 [temperature] temp_kitchen: 28.788688972920205
sensor-emulator: 2025/03/12 01:35:34 [temperature] temp_bedroom: 20.961713826101764
sensor-emulator: 2025/03/12 01:35:34 [temperature] temp_living_room: 24.3054366437333
sensor-emulator: 2025/03/12 01:35:44 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:35:44 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:35:54 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:35:54 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:36:04 [temperature] temp_kitchen: 26.53876539325561
sensor-emulator: 2025/03/12 01:36:04 [temperature] temp_bedroom: 20.045955373345496
sensor-emulator: 2025/03/12 01:36:04 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:36:04 [temperature] temp_living_room: 26.30251638663002
sensor-emulator: 2025/03/12 01:36:04 [air_quality] air_living_room: map[co2:1145 nh3:15]
sensor-emulator: 2025/03/12 01:36:04 [air_quality] air_kitchen: map[co2:1842 nh3:29]
sensor-emulator: 2025/03/12 01:36:04 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:36:14 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:36:14 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:36:24 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:36:24 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:36:34 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:36:34 [temperature] temp_kitchen: 17.099395835752233
sensor-emulator: 2025/03/12 01:36:34 [temperature] temp_living_room: 18.040090770897095
sensor-emulator: 2025/03/12 01:36:34 [temperature] temp_bedroom: 16.795874755928473
sensor-emulator: 2025/03/12 01:36:34 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:36:44 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:36:44 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:36:54 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:36:54 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:37:04 [motion] motion_hallway: true
sensor-emulator: 2025/03/12 01:37:04 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:37:04 [air_quality] air_living_room: map[co2:679 nh3:29]
sensor-emulator: 2025/03/12 01:37:04 [air_quality] air_kitchen: map[co2:827 nh3:38]
sensor-emulator: 2025/03/12 01:37:04 [temperature] temp_kitchen: 22.285650707979006
sensor-emulator: 2025/03/12 01:37:04 [temperature] temp_living_room: 21.53233103898138
sensor-emulator: 2025/03/12 01:37:04 [temperature] temp_bedroom: 21.634311083398693
sensor-emulator: 2025/03/12 01:37:14 [motion] motion_living_room: true
sensor-emulator: 2025/03/12 01:37:14 [motion] motion_hallway: true
